date,meeting_title,action,motion
"Oct 30, 2018 (Tue)",October Board Business Meeting,11.13 October 2018 Budget Amendment,"It is recommended that the Shelby County Board of Education approves the October 30, 2018 Consent Agenda.

Motion by Scott McCormick, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.1 ACT/SAT Preparation Materials and Services,"It is recommended that the Shelby County Board of Education approves the proposals of:
Peer Power Foundation, MasteryPrep, Jane Ross Tutoring, and Kaplan Test Prep to serve as approved vendors in the delivery ACT/SAT preparation services at SCS schools at an annual total amount of up to $700,000.00. This allocation will be divided among the recommended vendors, with a master services agreement identifying the specific sub-allocation assigned to each vendor below:
Vendor Allocation
Peer Power Foundation $440,000.00
MasteryPrep $120,000.00
Jane Ross Tutoring $100,000.00
Kaplan Test Prep $ 40,000.00
Total $700,000.00
Each master services agreement entered into with the vendors shall be for a term of one (1) year, with an option of extending the term of the agreements for four (4) additional one-year terms, provided that the maximum duration of the agreements will not exceed five (5) years.

Motion by Stephanie P Love, second by Billy Orgel.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.2 Charter School Revocations,"It is recommended that the Shelby County Board of Education suspend policy remand the charter school discussion to IBO committee.

Motion by Billy Orgel, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Oct 30, 2018 (Tue)",October Board Business Meeting,"12.3 Goodwill Excel Center of the Midsouth, Inc.","It is recommended that the Shelby County Board of Education approves the Excel Center to provide Academic Services for eligible students who are residents of Shelby County, who are non high school graduates, and who are 18 years old, with satisfactory background check, and currently not enrolled in a District school to receive a regular high school diploma.

Motion by Billy Orgel, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.4 Resolution Approving SCS Board Member Strategic School Funds Allocation – October 2018,"It is recommended that the Shelby County Board of Education approves the Resolution Approving SCS Board Member Strategic School Funds Allocation – October 2018.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.5 Academic Performance Committee Charter,"It is recommended that the Shelby County Board of Education approves Academic Performance Committee Charter.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Not Present at Vote: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.6 Community Engagement Committee Charter,"It is recommended that the Shelby County Board of Education approves the Community Engagement Committee Charter.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.7 Capital Needs and Facilities Committee Charter,"It is recommended that the Shelby County Board of Education approves the Capital Needs and Facilities Committee Charter.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.8 Internal Board Operations Committee Charter,"It is recommended that the Shelby County Board of Education approves the Internal Board Operations Committee Charter.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.9 Evaluation Committee Charter,"It is recommended that the Shelby County Board of Education approves the Evaluation Committee Charter.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.10 Legislative and Advocacy Committee Charter,"It is recommended that the Shelby County Board of Education approves the Legislative and Advocacy Committee Charter.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.11 Procurement and Contracts Committee Charter,"It is recommended that the Shelby County Board of Education approves the Procurement and Contracts Committee Charter.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.12 Overton HS CTE Lab,"It is recommended that the Shelby County Board of Education approve the contract for Grinder Taber Grinder, General Contractor Inc. for new construction of a CTE Lab for Overton High School. The total contract amount is $1,479,479.00 which included the base bid of $1,100,715.00, a 10% board contingency of $110,071.00, a performance bond of $7,705.0, an allowance of $180,600.00 and an alternate of $80,388.00.

Motion by Scott McCormick, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Miska Clay Bibbs, Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.13 Whitehaven HS CTE Lab,"It is recommended that the Shelby County Board of Education approve the contract for Grinder Taber Grinder General Contractors, Inc. for new construction of a CTE Lab for Whitehaven High School. The total contract amount is $1,410,236.00 which included the base bid of $1,048,095.00, a 10% board contingency of $104,809.00, a performance bond of $7,337.00 an allowance of $180,600.00 and an alternate of $69,395.00.

Motion by Scott McCormick, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Miska Clay Bibbs, Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.14 Pomeroy IT,"It is recommended that the Shelby County Board of Education approves the request to purchase additional goods (network switches and related material) in the amount of $1,215,000.00 for camera upgrades in select schools and the New CNC through Pomeroy IT based on TN State Contract – 50634 - Title: RSWC 3014 NASPO Cisco-MASTER. The initial purchase was approved for $103,337.50 The new request is $1,215,000. This brings the total value of the purchase to $1,318,337.50.

Motion by Scott McCormick, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.15 Resolution Ratifying the Excessing of Certain Additional Employees and Approving the Excessing of Certain Additional Employees,"It is recommended that the Shelby County Board of Education adopts the RESOLUTION RATIFYING THE EXCESSING OF CERTAIN ADDITIONAL EMPLOYEES AND APPROVING THE EXCESSING OF CERTAIN ADDITIONAL EMPLOYEES.

Motion by Billy Orgel, second by Teresa Jones.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Abstain: Teresa Jones"
"Oct 30, 2018 (Tue)",October Board Business Meeting,12.16 Excel Center Lease Agreement,"It is Recommended that the Shelby County Board of Education approve the lease agreement for the Excel center.

Motion by Scott McCormick, second by Miska Clay Bibbs.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Sep 25, 2018 (Tue)",September Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the September 25, 2018, Business Meeting.

Motion by Shante Avant, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Sep 25, 2018 (Tue)",September Board Business Meeting,"7.1 Approval of the Minutes of the August 28, 2018, Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the August 28, 2018, Business Meeting.

Motion by Scott McCormick, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Sep 25, 2018 (Tue)",September Board Business Meeting,"7.2 Approval of the Minutes of the September 11, 2018, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the September 11, 2018, Work Session.

Motion by Scott McCormick, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Sep 25, 2018 (Tue)",September Board Business Meeting,9.1 Election of the Shelby County Board of Education Chairman for 2018-2019,"It is recommended that the Shelby County Board of Education elects Shante K. Avant asChairman for 2018-2019.

Motion by Scott McCormick, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Sep 25, 2018 (Tue)",September Board Business Meeting,9.2 Election of the Shelby County Board of Education Vice-Chairman for 2018-2019,"It is recommended that the Shelby County Board of Education elects Stephanie P. Love as Vice-Chairman for 2018-2019.

Motion by Miska Clay Bibbs, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack"
"Sep 25, 2018 (Tue)",September Board Business Meeting,12.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the September 25, 2018 Consent Agenda.

Motion by Michelle R McKissack, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Sep 25, 2018 (Tue)",September Board Business Meeting,12.2 Read To Be Ready Coaching Network Grant,"It is recommended that the Shelby County Board of Education approves the September 25, 2018 Consent Agenda.

Motion by Michelle R McKissack, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Sep 25, 2018 (Tue)",September Board Business Meeting,12.3 Educational Epiphany,"It is recommended that the Shelby County Board of Education approves the September 25, 2018 Consent Agenda.

Motion by Michelle R McKissack, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Sep 25, 2018 (Tue)",September Board Business Meeting,12.4 iStation Renewal 2018-19,"It is recommended that the Shelby County Board of Education approves the September 25, 2018 Consent Agenda.

Motion by Michelle R McKissack, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
"Sep 25, 2018 (Tue)",September Board Business Meeting,12.5 Phase 2 of 2018 Playground Installation Project,"It is recommended that the Shelby County Board of Education approves the September 25, 2018 Consent Agenda.

Motion by Michelle R McKissack, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Teresa Jones, Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack
Not Present at Vote: Billy Orgel"
